,title
7545,Bandit
7546,Walking Tall
7547,Walking Tall
7548,Big Eyes
7549,Where the Truth Lies
7550,Deliver Us from Evil
7551,Deliver Us from Evil
7552,Deliver Us from Evil
7553,Fruitvale Station
7554,Get Rich or Die Tryin'
7555,Paid in Full
7556,Lizzie
7557,Killer Elite
7558,Capone
7559,All Good Things
7560,Wonderland
7561,Find Me Guilty
7562,In the Valley of Elah
7563,Abducted in Plain Sight
7564,Rise of the Footsoldier
7565,American Pastoral
7566,What Jennifer Did
7567,True History of the Kelly Gang
7568,Lost Girls
7569,True Story
7570,I Love You Phillip Morris
7571,"Argentina, 1985"
7572,The Onion Field
7573,Charlie Says
7574,The Whistleblower
7575,The Fifth Estate
7576,Gotti
7577,Girl in the Picture
7578,Empire State
7579,Machine Gun Preacher
7580,Kill the Messenger
7581,American Animals
7582,Bad Genius
7583,Regression
7584,The Falcon and the Snowman
7585,The Baader Meinhof Complex
7586,Conviction
7587,Lover Stalker Killer
7588,Sardar Udham
7589,The Tinder Swindler
7590,Primeval
7591,Ned Kelly
7592,A Call to Spy
7593,The Cat's Meow
7594,Pierrepoint: The Last Hangman
7595,Gangubai Kathiawadi
7596,Auto Focus
7597,Owning Mahowny
7598,Middle Men
7599,Army of One
7600,Army of One
7601,Bad Country
7602,Wasp Network
7603,The Weight of Water
7604,In Her Skin
7605,Eden
7606,Eden
7607,The Krays
7608,Bad Ass
7609,The Traitor
7610,Better Luck Tomorrow
7611,The Alphabet Killer
7612,Lonely Hearts
7613,Captive
7614,The Connection
7615,City by the Sea
7616,10th & Wolf
7617,I Am All Girls
7618,The Zodiac
7619,Operation Odessa
7620,Rob the Mob
7621,Kidnapping Mr. Heineken
7622,In Too Deep
7623,Redacted
7624,The Clinic
7625,Fifty Dead Men Walking
7626,The Clan
7627,Our Father
7628,Crime Story
7629,Les Lyonnais
7630,Beware the Slenderman
7631,Stuck
7632,Bomb City
7633,Neruda
7634,Aileen: Life and Death of a Serial Killer
7635,The Assassination of Richard Nixon
7636,This Place Rules
7637,The Hatton Garden Job
7638,Greenfingers
7639,Stander
7640,Holy Rollers
7641,Burnt Money
7642,Unconditional
7643,Blue Caprice
7644,A Twelve-Year Night
7645,Crimson Gold
7646,Britney vs Spears
7647,At the End of the Tunnel
7648,Fate
7649,One of Us
7650,Secrets & Lies
7651,101 Dalmatians
7652,An American Tail
7653,The Golden Child
7654,Homeward Bound II: Lost in San Francisco
7655,A Troll in Central Park
7656,Flora & Ulysses
7657,Priest
7658,Priest
7659,30 Days of Night
7660,Vampires
7661,Queen of the Damned
7662,The Monster Squad
7663,Daybreakers
7664,Vamps
7665,The Vampire Lovers
7666,Embrace of the Vampire
7667,Fright Night Part 2
7668,Stake Land
7669,Twins of Evil
7670,Rise: Blood Hunter
7671,Scars of Dracula
7672,The Satanic Rites of Dracula
7673,Vampires vs. the Bronx
7674,Kiss of the Damned
7675,Vampire Circus
7676,Dracula A.D. 1972
7677,Blood: The Last Vampire
7678,The Breed
7679,Werewolves
7680,Silver Bullet
7681,Dog Soldiers
7682,The Howling
7683,Bad Moon
7684,Skinwalkers
7685,Ginger Snaps Back: The Beginning
7686,Howling II: ... Your Sister Is a Werewolf
7687,Ginger Snaps 2: Unleashed
7688,Blood and Chocolate
7689,Wolfcop
7690,Howling III
7691,Blood
7692,Sherlock Holmes
7693,Invitation to a Murder
7694,Don't Let Go
7695,Sherlock Holmes: A Game of Shadows
7696,The Lie
7697,Four Brothers
7698,Exposed
7699,Dark Crimes
7700,Dark Places
7701,Dead Again
7702,I Know Who Killed Me
7703,The Psychic
7704,The Calling
7705,Snow Falling on Cedars
7706,Small Town Crime
7707,The Million Dollar Hotel
7708,Zero Effect
7709,Murder Mubarak
7710,The Lodger
7711,The River Murders
7712,Airborne
7713,The Accursed
7714,The Autopsy of Jane Doe
7715,The Lords of Salem
7716,Don't Knock Twice
7717,The Last Showgirl
7718,The Devil Wears Prada
7719,The Pursuit of Happyness
7720,The Intern
7721,Norma Rae
7722,Boiling Point
7723,Boiling Point
7724,Boiling Point
7725,Up in the Air
7726,Hustlers
7727,The Great Santini
7728,Hunger
7729,Hunger
7730,Hunger
7731,Mr. Holland's Opus
7732,Baby Boom
7733,Barbershop
7734,The Assistant
7735,Unplanned
7736,Barbershop 2: Back in Business
7737,Outsourced
7738,Next Stop Wonderland
7739,Curse of the Golden Flower
7740,Ashes of Time
7741,Detective Dee: The Mystery of the Phantom Flame
7742,Journey to the West: Conquering the Demons
7743,A Chinese Ghost Story
7744,Flying Swords of Dragon Gate
7745,Reign of Assassins
7746,Tai Chi Master
7747,14 Blades
7748,Dragon
7749,The Warrior
7750,The Promise
7751,The Promise
7752,The Promise
7753,Resident Evil
7754,28 Weeks Later
7755,Maggie
7756,Resident Evil: Retribution
7757,Resident Evil: Apocalypse
7758,Cargo
7759,Cargo
7760,Resident Evil: Afterlife
7761,Resident Evil: Extinction
7762,Zombie
7763,Flesh for Frankenstein
7764,#Alive
7765,The Night Eats the World
7766,Zombie Strippers!
7767,Tales from the Crypt: Demon Knight
7768,House of the Dead
7769,Return of the Living Dead II
7770,Day of the Dead
7771,Little Monsters
7772,Little Monsters
7773,Quarantine 2: Terminal
7774,The Cured
7775,Resident Evil: Vendetta
7776,Day of the Dead: Bloodline
7777,Zombie Holocaust
7778,Shock Waves
7779,Survival of the Dead
7780,Valley of the Dead
7781,Zombie 3
7782,Dance of the Dead
7783,Sugar Hill
7784,Return of the Living Dead: Necropolis
7785,Deadheads
7786,I Am a Hero
