title,year,subgenres
The X Files,1998.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
The Andromeda Strain,1971.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Killer Klowns from Outer Space,1988.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'b-horror', 'dark-comedy', 'monster-horror', 'parody-comedy', 'space-sci-fi', 'supernatural-horror']"
K-PAX,2001.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'medical-drama', 'psychological-drama']"
The Lego Movie 2: The Second Part,2019.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'cg-animation', 'dystopian-sci-fi', 'quirky-comedy', 'space-sci-fi']"
Rim of the World,2019.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Attack the Block,2011.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'high-concept-comedy', 'teen-comedy', 'urban-adventure']"
Skyline,2010.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Battle Beyond the Stars,1980.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'space-sci-fi']"
Jimmy Neutron: Boy Genius,2001.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'cg-animation', 'slapstick-comedy', 'space-sci-fi']"
Plan 9 from Outer Space,1957.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'b-horror', 'supernatural-horror', 'zombie-horror']"
The Thing from Another World,1951.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'monster-horror', 'supernatural-horror']"
Invasion of the Body Snatchers,1956.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'body-horror']"
The War of the Worlds,1953.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'epic-sci-fi']"
The Blob,1958.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'monster-horror']"
Beyond Skyline,2017.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Skyline: Warpath,,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'martial-arts-action']"
Horror Express,1972.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'monster-horror']"
It Came from Outer Space,1953.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Evangelion: 1.0 You Are (Not) Alone,2007.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'giant-monster-sci-fi', 'psychological-drama']"
Superman II: The Richard Donner Cut,2006.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'superhero-action', 'urban-adventure']"
Teenagers from Outer Space,1959.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'b-horror']"
Muppets from Space,1999.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'farce-comedy', 'parody-comedy', 'quest-adventure', 'quirky-comedy', 'slapstick-comedy', 'space-sci-fi']"
Aliens in the Attic,2009.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Landscape with Invisible Hand,2023.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'space-sci-fi']"
Without Warning,1980.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'b-horror']"
Hangar 18,1980.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'space-sci-fi']"
The Day of the Triffids,1963.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Earth to Echo,2014.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Invaders from Mars,1986.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Buck Rogers in the 25th Century,1979.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'dystopian-sci-fi', 'space-sci-fi', 'steampunk-sci-fi', 'time-travel-sci-fi']"
Encounter,2021.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Occupation,2018.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Invaders from Mars,1953.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
The Deadly Spawn,1983.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'body-horror']"
This Island Earth,1955.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'space-sci-fi']"
The Green Slime,1968.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Laserblast,1978.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Purple People Eater,1988.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Earth vs. the Flying Saucers,1956.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'space-sci-fi', 'supernatural-horror']"
Invasion of Astro-Monster,1965.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'dinosaur-adventure', 'giant-monster-sci-fi', 'space-sci-fi']"
Strange Invaders,1983.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Godzilla 2000,1999.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'dinosaur-adventure', 'disaster-action', 'giant-monster-sci-fi', 'urban-adventure']"
Godzilla vs. Mechagodzilla,1974.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'dinosaur-adventure', 'giant-monster-sci-fi', 'superhero-action', 'supernatural-fantasy']"
Voyage of the Rock Aliens,1984.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'parody-comedy', 'rock-musical']"
Quatermass 2,1957.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
2001: A Space Travesty,2000.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'parody-comedy', 'slapstick-comedy']"
Spaced Invaders,1990.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'slapstick-comedy']"
The Alien Factor,1978.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Santa Claus Conquers the Martians,1964.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'holiday-comedy', 'holiday-season', 'space-sci-fi']"
Ghidorah: The Three-Headed Monster,1964.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'dinosaur-adventure', 'giant-monster-sci-fi', 'supernatural-fantasy']"
The Recall,2017.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Seedpeople,1992.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'b-horror']"
Angry Video Game Nerd: The Movie,2014.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'dark-comedy', 'high-concept-comedy', 'parody-comedy', 'road-trip-adventure', 'satire-comedy']"
Alien Invasion: S.U.M.1,2017.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Destroy All Monsters,1968.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'b-action', 'dinosaur-adventure', 'giant-monster-sci-fi', 'globetrotting-adventure']"
Terror of Mechagodzilla,1975.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'dinosaur-adventure', 'giant-monster-sci-fi', 'superhero-action', 'supernatural-fantasy']"
Kids vs. Aliens,2022.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
51,2011.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'b-horror']"
They Came from Beyond Space,1967.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
The Man from Planet X,1951.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'space-sci-fi']"
Battle in Outer Space,1959.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'space-sci-fi']"
Godzilla vs. Gigan,1972.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'dinosaur-adventure', 'giant-monster-sci-fi', 'superhero-action']"
Starship Invasions,1977.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
The Mysterians,1957.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'b-action', 'giant-monster-sci-fi']"
Zone Troopers,1985.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
The Day Time Ended,1979.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'time-travel-sci-fi']"
Daleks' Invasion Earth 2150 A.D.,1966.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'space-sci-fi', 'time-travel-sci-fi']"
Nukie,1987.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Kronos,1957.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
The Earth Dies Screaming,1964.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Alien Trespass,2009.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'parody-comedy']"
Time Walker,1982.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Frankenstein Meets the Spacemonster,1965.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Hybrid,1997.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Mystery Science Theater 3000: The Movie,1996.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'quirky-comedy', 'space-sci-fi']"
Invasion of the Saucer Men,1957.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Killers from Space,1954.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Returner,2002.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
The Body Stealers,1969.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
War of the Worlds: Annihilation,2021.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Xeno,,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Space Amoeba,1970.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'giant-monster-sci-fi']"
Blasted,2022.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Star Pilot,1966.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Dogora,1964.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'giant-monster-sci-fi', 'monster-horror', 'supernatural-horror']"
Time Runner,1993.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'time-travel-sci-fi']"
End of the World,1977.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Dark Breed,1996.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'b-horror', 'space-sci-fi']"
Teenage Space Vampires,1999.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Earth Minus Zero,1997.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Attack from Space,1965.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'b-action', 'superhero-action']"
Zarkorr! The Invader,1996.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'giant-monster-sci-fi']"
Laserhawk,1997.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
The Cremators,1972.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Last Man,,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Mars Attacks the World,1938.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Kraa! The Sea Monster,1998.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'giant-monster-sci-fi']"
Invasion Earth,2016.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Snowfall,,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Emergence,,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Star Blazers,,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Alien Surveillance,2018.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
The Fall,,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Galaxy Four,,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Legend of the Shadowy Ninja: The Ninja Dragon,1990.0,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Seres,,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
E.D.F.,,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Crab Walkers,,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Earthfall,,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi', 'space-sci-fi']"
Apocalypse Machines,,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Miss Universe Saves the Earth,,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Revoc,,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
The Silver,,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
RNWY: The Motion Picture,,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Alien at Large,,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Protraction,,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Revenge on the Nerds,,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Resistance,,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
The Untitled Jerome Elston Scott Project,,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Earth the Final Chapter,,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Punks vs Aliens,,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Perpetual,,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
Bright Blue,,"['alien-invasion-sci-fi-Copy1', 'alien-invasion-sci-fi']"
The Replacements,2000.0,['american-football-sport']
Jerry Maguire,1996.0,"['american-football-sport', 'feel-good-romance', 'romantic-comedy', 'workplace-drama']"
The Longest Yard,2005.0,"['american-football-sport', 'prison-drama']"
Remember the Titans,2000.0,"['american-football-sport', 'docudrama']"
The Waterboy,1998.0,"['american-football-sport', 'slapstick-comedy']"
The Blind Side,2009.0,"['american-football-sport', 'docudrama']"
Varsity Blues,1999.0,"['american-football-sport', 'teen-drama']"
Rudy,1993.0,"['american-football-sport', 'coming-of-age-drama', 'docudrama', 'period-drama']"
Friday Night Lights,2004.0,"['american-football-sport', 'docudrama']"
Underdogs,2013.0,"['american-football-sport', 'cg-animation', 'soccer-sport']"
Next Goal Wins,2023.0,"['american-football-sport', 'soccer-sport']"
Little Giants,1994.0,['american-football-sport']
Draft Day,2014.0,['american-football-sport']
The Longest Yard,1974.0,"['american-football-sport', 'prison-drama']"
Blue Crush,2002.0,"['american-football-sport', 'aquatic-sport', 'coming-of-age-drama']"
Radio,2003.0,"['american-football-sport', 'docudrama', 'period-drama']"
The Game Plan,2007.0,['american-football-sport']
Invincible,2006.0,"['american-football-sport', 'docudrama']"
Gridiron Gang,2006.0,"['american-football-sport', 'true-crime']"
We Are Marshall,2006.0,"['american-football-sport', 'docudrama']"
Home Team,2022.0,['american-football-sport']
80 for Brady,2023.0,['american-football-sport']
American Underdog,2021.0,['american-football-sport']
Heaven Can Wait,1978.0,"['american-football-sport', 'body-swap-comedy', 'high-concept-comedy', 'supernatural-fantasy']"
Greater,2016.0,['american-football-sport']
Concussion,2015.0,['american-football-sport']
Balls Out,2014.0,['american-football-sport']
The Program,1993.0,['american-football-sport']
Facing the Giants,2006.0,['american-football-sport']
12 Mighty Orphans,2021.0,['american-football-sport']
My All-American,2015.0,['american-football-sport']
Safety,2020.0,['american-football-sport']
Semi-Tough,1977.0,"['american-football-sport', 'buddy-comedy', 'dark-comedy', 'raunchy-comedy', 'satire-comedy']"
23 Blast,2014.0,['american-football-sport']
The Express,2008.0,['american-football-sport']
Woodlawn,2015.0,['american-football-sport']
Brian Banks,2018.0,['american-football-sport']
When the Game Stands Tall,2014.0,['american-football-sport']
Air Bud: Golden Receiver,1998.0,['american-football-sport']
Horse Feathers,1932.0,"['american-football-sport', 'classic-musical', 'farce-comedy', 'satire-comedy', 'slapstick-comedy']"
Touchback,2011.0,['american-football-sport']
Gus,1976.0,"['american-football-sport', 'slapstick-comedy']"
Everybody's All-American,1988.0,['american-football-sport']
Undefeated,2011.0,['american-football-sport']
Run the Race,2018.0,['american-football-sport']
Good News,1947.0,"['american-football-sport', 'classic-musical', 'pop-musical', 'romantic-comedy']"
Trouble Along the Way,1953.0,"['american-football-sport', 'satire-comedy']"
Carter High,2015.0,['american-football-sport']
Hometown Legend,2002.0,['american-football-sport']
The Last Whistle,2019.0,['american-football-sport']
Possums,1998.0,['american-football-sport']
West Point,1927.0,['american-football-sport']
So This Is College,1929.0,"['american-football-sport', 'teen-comedy', 'teen-drama', 'teen-romance']"
College Coach,1933.0,"['american-football-sport', 'teen-drama', 'workplace-drama']"
Harvard Beats Yale 29-29,2008.0,['american-football-sport']
Crazylegs,1953.0,['american-football-sport']
Elway,,['american-football-sport']
Return to Campus,1975.0,['american-football-sport']
Traded,,['american-football-sport']
The Magician,,['american-football-sport']
Lombardi,,['american-football-sport']
Largent,,['american-football-sport']
The 12th Man,,['american-football-sport']
TNA Wrestling: Slammiversary,2007.0,['american-football-sport']
The Season aka Rosenbloom,,['american-football-sport']
The Many Lives of Nick Buoniconti,2019.0,['american-football-sport']
NFL '68: The Year of the Game,1969.0,['american-football-sport']
Bell Rung,,['american-football-sport']
First and Goal,,['american-football-sport']
AFL-NFL World Championship Game,1967.0,['american-football-sport']
Massapequa,,['american-football-sport']
I Am Giant,2015.0,['american-football-sport']
AFL-NFL World Championship Game,1968.0,['american-football-sport']
The Kicker,,['american-football-sport']
The Pottsville Maroons,,['american-football-sport']
NFL 1967,1968.0,['american-football-sport']
Hawk,,['american-football-sport']
Fritz Pollard,,['american-football-sport']
The Safety,,['american-football-sport']
The Letter,,['american-football-sport']
A Hail Mary,,['american-football-sport']
The Boys in the Boat,2023.0,"['aquatic-sport', 'coming-of-age-drama', 'docudrama']"
Young Woman and the Sea,2024.0,['aquatic-sport']
Soul Surfer,2011.0,['aquatic-sport']
Point Break,2015.0,['aquatic-sport']
Nyad,2023.0,"['aquatic-sport', 'docudrama']"
The Big Blue,1988.0,"['aquatic-sport', 'sea-adventure']"
The Swimmers,2022.0,"['aquatic-sport', 'docudrama']"
Surf Ninjas,1993.0,"['aquatic-sport', 'slapstick-comedy']"
Drown,2015.0,['aquatic-sport']
Chasing Mavericks,2012.0,['aquatic-sport']
Swimming with Men,2018.0,['aquatic-sport']
Big Wednesday,1978.0,"['aquatic-sport', 'coming-of-age-drama', 'period-drama']"
The Novice,2021.0,"['aquatic-sport', 'psychological-drama']"
Meet the Deedles,1998.0,"['aquatic-sport', 'buddy-comedy']"
The Endless Summer,1966.0,['aquatic-sport']
Wind,1992.0,['aquatic-sport']
Pride,2007.0,['aquatic-sport']
The Swimmer,2021.0,['aquatic-sport']
Madison,2001.0,['aquatic-sport']
Maiden,2018.0,"['aquatic-sport', 'sea-adventure']"
Riding Giants,2004.0,['aquatic-sport']
Bethany Hamilton: Unstoppable,2018.0,['aquatic-sport']
The Endless Summer 2,1994.0,['aquatic-sport']
Step Into Liquid,2003.0,['aquatic-sport']
Deep Water,2006.0,['aquatic-sport']
Turning Tide,2013.0,['aquatic-sport']
My Brother's Keeper,2004.0,['aquatic-sport']
Morning Light,2008.0,['aquatic-sport']
Backwards,2012.0,['aquatic-sport']
Diving In,1990.0,['aquatic-sport']
The Finishers,2013.0,['aquatic-sport']
Free! Timeless Medley: The Bond,2017.0,['aquatic-sport']
Girls of Topless Volleyball,1994.0,['aquatic-sport']
Untitled Charlize Theron/Netflix Project,,['aquatic-sport']
Proximity,2016.0,['aquatic-sport']
Tri,2016.0,['aquatic-sport']
Billabong Odyssey,2003.0,['aquatic-sport']
Free! Take your Marks,2017.0,['aquatic-sport']
Locked in!,1964.0,['aquatic-sport']
North Shore Wave Warriors,,['aquatic-sport']
The Price of Gold,,['aquatic-sport']
The Lipton Cup: Introducing Sir Thomas Lipton,1913.0,['aquatic-sport']
Shui shang chun qiu,1959.0,['aquatic-sport']
Hot Rod Action,1969.0,['aquatic-sport']
AquaStar,,['aquatic-sport']
"Greg Noll, Lost and Found",,['aquatic-sport']
View from a Blue Moon,2011.0,['aquatic-sport']
Companion,2025.0,"['artificial-intelligence-sci-fi', 'dark-comedy', 'psychological-thriller']"
The Wild Robot,2024.0,"['artificial-intelligence-sci-fi', 'cg-animation', 'survival-adventure']"
Subservience,2024.0,['artificial-intelligence-sci-fi']
Her,2013.0,['artificial-intelligence-sci-fi']
The Terminator,1984.0,"['artificial-intelligence-sci-fi', 'cyberpunk-sci-fi', 'dystopian-sci-fi', 'time-travel-sci-fi', 'urban-adventure']"
